"game_title","game_platform","publisher_title"
"Alvin and the Chipmunks: Chipwrecked","X360","505 Games"
"Alvin and the Chipmunks: The Squeakquel","DS","Majesco Entertainment"
"Alvin and the Chipmunks: The Squeakquel","Wii","Majesco Entertainment"
"Amagami","PS2","Enterbrain"
"Amagami","PSP","Kadokawa Shoten"
"Amagami","PSV","Kadokawa Games"
"Amagoushi no Yakata","PS2","Nippon Ichi Software"
"Amatsumi Sora ni! Kumo no Hatate ni","PSV","Prototype"
"Amazing Adventures: The Forgotten Ruins","DS","PopCap Games"
"Amazing Island","GC","Sega"
"America's Army: Rise of a Soldier","XB","Ubisoft"
"America's Army: True Soldiers","X360","Ubisoft"
"America's Next Top Model","DS","Eidos Interactive"
"America's Next Top Model","Wii","Crave Entertainment"
"America's Test Kitchen: Let's Get Cooking","DS","Nintendo"
"America Oudan Ultra-Quiz","SAT","Victor Interactive"
"American Bass Challenge","GBA","Starfish"
"American Chopper","PS2","Zoo Digital Publishing"
"American Chopper","XB","Zoo Digital Publishing"
"American Chopper 2: Full Throttle","GC","Activision"
"American Chopper 2: Full Throttle","PS2","Zoo Digital Publishing"
"American Chopper 2: Full Throttle","XB","Zoo Digital Publishing"
"American Girl: Julie Finds a Way","DS","THQ"
"American Girl: Kit Mystery Challenge!","DS","THQ"
"American Idol","GBA","Codemasters"
"American Idol","PS2","Codemasters"
"AMF Bowling 2004","XB","Mud Duck Productions"
"AMF Bowling Pinbusters!","DS","Vir2L Studios"
"AMF Bowling Pinbusters!","Wii","Bethesda Softworks"
"AMF Bowling World Lanes","Wii","Bethesda Softworks"
"AMF Xtreme Bowling","PS2","Mastertronic"
"Amnesia","PSP","Idea Factory"
"Amnesia Crowd","PSP","Idea Factory"
"Amnesia Later","PSP","Idea Factory"
"Amnesia Later","PSV","Idea Factory"
"AMNESIA World","PSV","Idea Factory"
"Amped 2","XB","Microsoft Game Studios"
"Amped 3","X360","Take-Two Interactive"
"Amped: Freestyle Snowboarding","XB","Microsoft Game Studios"
"Amplitude","PS2","Sony Computer Entertainment"
"An American Tail: Fievel's Gold Rush","GBA","Conspiracy Entertainment"
"Anarchy Reigns","PS3","Sega"
"Anarchy Reigns","X360","Sega"
"And1 Streetball","PS2","Ubisoft"
"And1 Streetball","XB","Ubisoft"
"Andretti Racing","PS","Electronic Arts"
"Angel Blade: Neo Tokyo Guardians","PS","On Demand"
"Angelique Duet","PS","Tecmo Koei"
"Angelique Retour","PSV","Tecmo Koei"
"Angelique Trois","PS2","Tecmo Koei"
"Angelique: Maren no Rokukishi","PSP","Idea Factory"
"Angler's Club: Ultimate Bass Fishing 3D","3DS","D3Publisher"
"Angry Birds","PC","Focus Home Interactive"
"Angry Birds Star Wars","3DS","Activision"
"Angry Birds Star Wars","PS3","Activision"
"Angry Birds Star Wars","PS4","Activision"
"Angry Birds Star Wars","PSV","Activision"
"Angry Birds Star Wars","Wii","Activision"
"Angry Birds Star Wars","WiiU","Activision"
"Angry Birds Star Wars","X360","Activision"
"Angry Birds Star Wars","XOne","Activision"
"Angry Birds Trilogy","3DS","Activision"
"Angry Birds Trilogy","PS3","Activision"
"Angry Birds Trilogy","X360","Activision"
"Angry Birds: Rio","PC","Focus Home Interactive"
"Anima - Gate of Memories","PS4","Avanquest"
"Animal Crossing","GC","Nintendo"
"Animal Crossing: Amiibo Festival","WiiU","Nintendo"
"Animal Crossing: City Folk","Wii","Nintendo"
"Animal Crossing: Happy Home Designer","3DS","Nintendo"
"Animal Crossing: New Leaf","3DS","Nintendo"
"Animal Crossing: Wild World","DS","Nintendo"
"Animal Genius","DS","Ubisoft"
"Animal Kingdom: Wildlife Expedition","Wii","Natsume"
"Animal Paradise","DS","Empire Interactive"
"Animal Planet: Emergency Vets","DS","Activision"
"Animal Planet: Vet Collection","DS","Activision"
"Animal Planet: Vet Life","DS","Activision"
"Animal Planet: Vet Life","Wii","Activision"
"Animaniacs Ten Pin Alley","PS","ASC Games"
"Animaniacs: The Great Edgar Hunt","GC","Ignition Entertainment"
"AniMates!","DS","Lexicon Entertainment"
"Animorphs: Shattered Reality","PS","Infogrames"
"Anno 1701: Dawn of Discovery","DS","Touchstone"
"Anno 2070","PC","Ubisoft"
"Anno 2205","PC","Ubisoft"
"Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai","PSP","5pb"
"Another Code R: A Journey into Lost Memories","Wii","Nintendo"
"Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!","3DS","Namco Bandai Games"
"Ant Nation","DS","Konami Digital Entertainment"
"Antiphona no Seikahime: Tenshi no Gakufu Op.A","PSP","Nippon Ichi Software"
"Antz Extreme Racing","PS2","Empire Interactive"
"Antz Extreme Racing","XB","Empire Interactive"
"Anubis II","Wii","Metro 3D"
"Ao no Exorcist: Genkoku no Labyrinth","PSP","Namco Bandai Games"
"Ao no Kanata no Four Rhythm","PSV","Unknown"
"Aoishiro","PS2","Success"
"Apache: Air Assault","PC","Just Flight"
"Apache: Air Assault","PS3","Activision"
"Apache: Air Assault","X360","Activision"
"Apassionata: Die Galanacht der Pferde","DS","RTL"
"APB Reloaded","PC","Iceberg Interactive"
"Ape Escape","PS","Sony Computer Entertainment"
"Ape Escape","PS3","Sony Computer Entertainment"
"Ape Escape 2","PS2","Sony Computer Entertainment"
"Ape Escape 3","PS2","Sony Computer Entertainment"
"Ape Escape Academy","PSP","Sony Computer Entertainment"
"Ape Escape Academy (jp sales)","PSP","Sony Computer Entertainment"
"Ape Escape: On the Loose","PSP","Sony Computer Entertainment"
"Ape Escape: Pumped & Primed","PS2","Sony Computer Entertainment"
"Apex","XB","Atari"
"Apocalypse","PS","Activision"
"Apollo Justice: Ace Attorney","DS","Capcom"
"Aqua Aqua","PS2","3DO"
"Aqua Panic!","DS","Neko Entertainment"
"Aqua Teen Hunger Force: Zombie Ninja Pro-Am","PS2","Midway Games"
"Aquaman: Battle for Atlantis","GC","TDK Mediactive"
"Aquaman: Battle for Atlantis","XB","Unknown"
"Aquanaut's Holiday","PS","Sony Computer Entertainment"
"Aquanaut's Holiday: Kakusareta Kiroku","PS3","Sony Computer Entertainment"
"Aquapazza: Aquaplus Dream Match","PS3","Aqua Plus"
"Aquarium by DS","DS","Mercury Games"
"Ar Nosurge: Ode to an Unborn Star","PS3","Tecmo Koei"
"Ar Nosurge: Ode to an Unborn Star","PSV","Tecmo Koei"
"Ar tonelico 2: Melody of Metafalica","PS2","Nippon Ichi Software"
"Ar tonelico Qoga: Knell of Ar Ciel","PS3","Tecmo Koei"
"Ar tonelico: Melody of Elemia","PS2","505 Games"
"Arabians Lost: The Engagement on Desert","PS2","Prototype"
"Arabians Lost: The Engagement on Desert","PSP","Quinrose"
"Arc Rise Fantasia","Wii","Marvelous Interactive"
"Arc the Lad","PS","Sony Computer Entertainment"
"Arc the Lad II","PS","Sony Computer Entertainment"
"Arc the Lad III","PS","Sony Computer Entertainment"
"Arc the Lad: End of Darkness","PS2","Sony Computer Entertainment"
"Arc the Lad: Twilight of the Spirits","PS2","Sony Computer Entertainment"
"Arcade Hits: Frisky Tom","PS","Hamster Corporation"
"Arcade Party Pak","PS","Midway Games"
"Arcade Shooting Gallery","Wii","Zoo Games"
"Arcade Zone","Wii","Activision"
"Arcana Famiglia 2","PSP","Comfort"
"Arcana Famiglia: La storia della Aracana Famiglia","PSP","Comfort"
"Assassin's Creed Chronicles","PS4","Ubisoft"
"Arcana Famiglia: Vascello Phantasma no Majutsushi","PSP","Comfort"
"Arcana Heart","PS2","AQ Interactive"
"Arcana Heart 3","PS3","PQube"
"Arcana Heart 3","PSV","Arc System Works"
"Arcana Heart 3","X360","PQube"
"Arcania: Gothic 4","PC","JoWood Productions"
"Arcania: Gothic 4","PS4","Nordic Games"
"Arcania: Gothic 4","X360","JoWood Productions"
"Archer Maclean's 3D Pool","GBA","Crave Entertainment"
"Archer Maclean's Mercury","PSP","Ignition Entertainment"
"Archer Maclean Presents: Pool Paradise","GC","Ignition Entertainment"
"Archer Maclean Presents: Pool Paradise","PS2","Ignition Entertainment"
"Arctic Tale","DS","Zoo Digital Publishing"
"Arctic Tale","Wii","Zoo Digital Publishing"
"Arctic Thunder","PS2","Midway Games"
"Arctic Thunder","XB","Midway Games"
"Are You Alice?","PSP","Idea Factory"
"Are You Smarter Than A 5th Grader?","DS","Mindscape"
"Are You Smarter Than a 5th Grader? Back to School","DS","THQ"
"Are You Smarter Than a 5th Grader? Back to School","Wii","Nintendo"
"Are You Smarter than a 5th Grader? Game Time","DS","THQ"
"Are You Smarter than a 5th Grader? Game Time","Wii","THQ"
"Are You Smarter than a 5th Grader? Game Time","X360","THQ"
"Are You Smarter than a 5th Grader? Make the Grade","DS","THQ"
"Are You Smarter than a 5th Grader? Make the Grade","Wii","THQ"
"Area 51","PS","GT Interactive"
"Area 51","PS2","Midway Games"
"Area 51","XB","Midway Games"
"Arena Football","PS2","Electronic Arts"
"Arena Football","XB","Electronic Arts"
"Aria: The Natural ~Tooi Yume no Mirage~","PS2","Alchemist"
"Aria: The Origination ~Aoi Wakusei no El Cielo~","PS2","Alchemist"
"Arkanoid DS","DS","Square Enix"
"ArmA II","PC","505 Games"
"ArmA III","PC","Bohemia Interactive"
"Armed and Dangerous","XB","LucasArts"
"Armor Ambush","2600","Mattel Interactive"
"Armored Core","PS","Sony Computer Entertainment"
"Armored Core 2","PS2","Ubisoft"
"Armored Core 2: Another Age","PS2","Metro 3D"
"Armored Core 3","PS2","Metro 3D"
"Armored Core 3 Portable","PSP","From Software"
"Armored Core 4","PS3","505 Games"
"Armored Core 4","X360","505 Games"
"Armored Core SL: Silent Line Portable","PSP","From Software"
"Armored Core V","PS3","Namco Bandai Games"
"Armored Core V","X360","Namco Bandai Games"
"Armored Core: For Answer","PS3","Ubisoft"
"Armored Core: For Answer","X360","Ubisoft"
"Armored Core: Formula Front Extreme Battle","PSP","505 Games"
"Armored Core: Last Raven","PS2","505 Games"
"Armored Core: Last Raven Portable","PSP","From Software"
"Armored Core: Master of Arena","PS","From Software"
"Armored Core: Nexus","PS2","Indie Games"
"Armored Core: Nine Breaker","PS2","505 Games"
"Armored Core: Project Phantasma","PS","From Software"
"Armored Core: Silent Line","PS2","Agetec"
"Armored Core: Verdict Day","PS3","From Software"
"Armorines: Project S.W.A.R.M.","N64","Acclaim Entertainment"
"Armorines: Project S.W.A.R.M.","PS","Acclaim Entertainment"
"Army Corps of Hell","PSV","Square Enix"
"Army Men 3D","PS","3DO"
"Army Men World War: Final Front","PS","3DO"
"Army Men World War: Land Sea Air","PS","3DO"
"Army Men World War: Team Assault","PS","3DO"
"Army Men: Air Attack","PS","3DO"
"Army Men: Air Attack 2","PS","3DO"
"Army Men: Air Combat","N64","3DO"
"Army Men: Air Combat - The Elite Missions","GC","3DO"
"Army Men: Green Rogue","PS","3DO"
"Army Men: Green Rogue","PS2","3DO"
"Army Men: Major Malfunction","XB","Global Star"
"Army Men: RTS","GC","Global Star"
"Army Men: RTS","PS2","3DO"
"Army Men: Sarge's Heroes","N64","3DO"
"Army Men: Sarge's Heroes","PS","3DO"
"Army Men: Sarge's Heroes 2","N64","3DO"
"Army Men: Sarge's Heroes 2","PS","3DO"
"Army Men: Sarge's Heroes 2","PS2","Midas Interactive Entertainment"
"Army Men: Sarge's War","GC","Global Star"
"Army Men: Sarge's War","XB","Global Star"
"Army Men: Soldiers of Misfortune","DS","Zoo Games"
"Army Men: Soldiers of Misfortune","Wii","Zoo Games"
"Army of Two","PS3","Electronic Arts"
"Army of Two","X360","Electronic Arts"
"Army of Two: The 40th Day","PS3","Electronic Arts"
"Army of Two: The 40th Day","PSP","Electronic Arts"
"Army of Two: The 40th Day","X360","Electronic Arts"
"Army of Two: The Devil's Cartel","PS3","Electronic Arts"
"Army of Two: The Devil's Cartel","X360","Electronic Arts"
"Army Rescue","Wii","UFO Interactive"
"Around the World in 80 Days","DS","PlayV"
"Around the World in 80 Days","GBA","Hip Interactive"
"Arslan: The Warriors of Legend","PS3","Tecmo Koei"
"Arslan: The Warriors of Legend","PS4","Tecmo Koei"
"Arslan: The Warriors of Legend","XOne","Tecmo Koei"
"Art Academy","DS","Nintendo"
"Art Academy: Home Studio","WiiU","Nintendo"
"Art Academy: Lessons for Everyone","3DS","Nintendo"
"Art of Fighting 3: The Path of the Warrior","NG","SNK"
"Art of Fighting Anthology","PS2","Crave Entertainment"
"Arthur and the Invisibles","DS","Atari"
"Arthur! Ready to Race","PS","The Learning Company"
"Arx Fatalis","XB","Mindscape"
"ASH: Archaic Sealed Heat","DS","Nintendo"
"Ashes Cricket 2009","PS3","Codemasters"
"Ashes Cricket 2009","Wii","Codemasters"
"Ashes Cricket 2009","X360","Codemasters"
"Asphalt 3D","3DS","Ubisoft"
"Asphalt: Injection","PSV","Ubisoft"
"Asphalt: Urban GT","DS","Ubisoft"
"Asphalt: Urban GT 2","DS","Ubisoft"
"Assassin's Creed","PC","Ubisoft"
"Assassin's Creed","PS3","Ubisoft"
"Assassin's Creed","X360","Ubisoft"
"Assassin's Creed Chronicles","PSV","Ubisoft"
"Assassin's Creed Chronicles","XOne","Ubisoft"
"Assassin's Creed Chronicles: China","PS4","Ubisoft"
"Assassin's Creed II","PC","Ubisoft"
"Assassin's Creed II","PS3","Ubisoft"
"Assassin's Creed II","X360","Ubisoft"
"Assassin's Creed II: Discovery","DS","Ubisoft"
"Assassin's Creed III","PC","Ubisoft"
"Assassin's Creed III","PS3","Ubisoft"
"Assassin's Creed III","WiiU","Ubisoft"
"Assassin's Creed III","X360","Ubisoft"
"Assassin's Creed III: Liberation","PSV","Ubisoft"
"Assassin's Creed IV: Black Flag","PC","Ubisoft"
"Assassin's Creed IV: Black Flag","PS3","Ubisoft"
"Assassin's Creed IV: Black Flag","PS4","Ubisoft"
"Assassin's Creed IV: Black Flag","WiiU","Ubisoft"
"Assassin's Creed IV: Black Flag","X360","Ubisoft"
"Assassin's Creed IV: Black Flag","XOne","Ubisoft"
"Assassin's Creed Syndicate","PC","Ubisoft"
"Assassin's Creed Syndicate","PS4","Ubisoft"
"Assassin's Creed Syndicate","XOne","Ubisoft"
"Assassin's Creed The Ezio Collection","PS4","Ubisoft"
"Assassin's Creed The Ezio Collection","XOne","Ubisoft"
"Assassin's Creed: Altair's Chronicles","DS","Ubisoft"
"Assassin's Creed: Bloodlines","PSP","Ubisoft"
"Assassin's Creed: Brotherhood","PC","Ubisoft"
"Assassin's Creed: Brotherhood","PS3","Ubisoft"
"Assassin's Creed: Brotherhood","X360","Ubisoft"
"Assassin's Creed: Revelations","PC","Ubisoft"
"Assassin's Creed: Revelations","PS3","Ubisoft"
"Assassin's Creed: Revelations","X360","Ubisoft"
"Assassin's Creed: Rogue","PC","Ubisoft"
"Assassin's Creed: Rogue","PS3","Ubisoft"
"Assassin's Creed: Rogue","X360","Ubisoft"
"Assassin's Creed: Unity","PC","Ubisoft"
"Assassin's Creed: Unity","PS4","Ubisoft"
"Assassin's Creed: Unity","XOne","Ubisoft"
"Assassination Classroom: Grand Siege on Kuro-sensei","3DS","Namco Bandai Games"
"Assault","2600","Bomb"
"Assault Rigs","PS","Electronic Arts Victor"
"Assault Suit Leynos","PS4","Rising Star Games"
"Assault: Retribution","PS","Telstar"
"Assetto Corsa","PS4","505 Games"
"Assetto Corsa","XOne","505 Games"
"Asterix & Obelix: Kick Buttix","PS2","Atari"
"Asteroids","2600","Atari"
"Asteroids","PS","Success"
"Asteroids Hyper 64","N64","Crave Entertainment"
"Astonishia Story","PSP","Ubisoft"
"Astro Boy","PS2","Sega"
"Astro Boy: Omega Factor","GBA","THQ"
"Astro Boy: The Video Game","DS","D3Publisher"
"Astro Boy: The Video Game","PS2","D3Publisher"
"Astro Boy: The Video Game","PSP","D3Publisher"
"Astro Boy: The Video Game","Wii","D3Publisher"
"Astroblast","2600","Mattel Interactive"
"Astrology DS","DS","Deep Silver"
"Asura's Wrath","PS3","Capcom"
"Asura's Wrath","X360","Capcom"
"Atari's Greatest Hits: Volume 1","DS","Atari"
"Atari's Greatest Hits: Volume 2","DS","Atari"
"Atari Anniversary Advance","GBA","Atari"
"Atari Anniversary Edition Redux","PS","Infogrames"
"Atari Anthology","PS2","Atari"
"Atari Anthology","XB","Atari"
"Atari Classics Evolved","PSP","Atari"
"Atari Flashback Classics: Volume 1","PS4","Atari"
"Atari Flashback Classics: Volume 1","XOne","Atari"
"Atari Flashback Classics: Volume 2","PS4","Atari"
"Atari Flashback Classics: Volume 2","XOne","Atari"
"Atelier Annie: Alchemists of Sera Island","DS","Gust"
"Atelier Ayesha: The Alchemist of Dusk","PS3","Tecmo Koei"
"Atelier Ayesha: The Alchemist of Dusk","PSV","Tecmo Koei"
"Atelier Escha & Logy: Alchemists of the Dusk Sky","PS3","Tecmo Koei"
"Atelier Escha & Logy: Alchemists of the Dusk Sky","PSV","Tecmo Koei"
"Atelier Firis: The Alchemist of the Mysterious Journey","PS4","Tecmo Koei"
"Atelier Firis: The Alchemist of the Mysterious Journey","PSV","Tecmo Koei"
"Atelier Iris 2: The Azoth Of Destiny","PS2","Tecmo Koei"
"Atelier Iris 3: Grand Phantasm (JP Sales)","PS2","Tecmo Koei"
"Atelier Iris 3: Grand Phantasm (US Sales)","PS2","Tecmo Koei"
"Atelier Iris: Eternal Mana","PS2","Tecmo Koei"
"Atelier Meruru: Alchemist of Arland 3","PS3","Nippon Ichi Software"
"Atelier Meruru: Alchemist of Arland 3","PSV","Gust"
"Atelier Rorona: Alchemist of Arland","PS3","Nippon Ichi Software"
"Atelier Rorona: Alchemist of Arland","PSV","Nippon Ichi Software"
"Atelier Shallie Plus: Alchemists of the Dusk Sea","PSV","Tecmo Koei"
"Atelier Shallie: Alchemists of the Dusk Sea","PS3","Tecmo Koei"
"Atelier Sophie: The Alchemist of the Mysterious Book","PS3","Tecmo Koei"
"Atelier Sophie: The Alchemist of the Mysterious Book","PS4","Tecmo Koei"
"Atelier Sophie: The Alchemist of the Mysterious Book","PSV","Tecmo Koei"
"Atelier Totori: The Adventurer of Arland","PS3","Nippon Ichi Software"
"Atelier Totori: The Adventurer of Arland","PSV","Gust"
"Athens 2004","PS2","Sony Computer Entertainment"
"Atlantic Quest","PC","Avanquest"
"Atlantis","2600","Imagic"
"Atomic Betty","GBA","Atari"
"Atsumare! Power Pro Kun no DS Koushien","DS","N/A"
"Attack of the Movies 3D","Wii","Majesco Entertainment"
"Attack of the Movies 3D","X360","Majesco Entertainment"
"Attack on Titan (KOEI)","PS3","Tecmo Koei"
"Attack on Titan (KOEI)","PS4","Tecmo Koei"
"Attack on Titan (KOEI)","PSV","Tecmo Koei"
"Attack on Titan (KOEI)","XOne","Tecmo Koei"
"Attack on Titan: Humanity in Chains","3DS","Screenlife"
"ATV Offroad Fury","PS2","Sony Computer Entertainment"
"ATV Offroad Fury 2","PS2","THQ"
"ATV Offroad Fury 3","PS2","SouthPeak Games"
"ATV Offroad Fury Pro","PSP","Sony Computer Entertainment"
"ATV Offroad Fury: Blazin' Trails","PSP","SouthPeak Games"
"ATV Quad Kings","DS","Storm City Games"
"ATV Quad Kings","Wii","Zoo Digital Publishing"
"ATV Quad Power Racing 2","GC","Acclaim Entertainment"
"ATV Quad Power Racing 2","PS2","Acclaim Entertainment"
"ATV Quad Power Racing 2","XB","Acclaim Entertainment"
"ATV/Monster Truck Mayhem","DS","Destination Software Inc"
"ATV: Quad Frenzy","DS","Majesco Entertainment"
"ATV: Quad Power Racing","GBA","Liquid Games"
"ATV: Quad Power Racing","PS","Acclaim Entertainment"
"Auto Destruct","PS","Electronic Arts"
"Auto Modellista","GC","Capcom"
"Auto Modellista","PS2","Capcom"
"Automobili Lamborghini","N64","Titus"
"Avalon Code","DS","Rising Star Games"
"Avatar: The Game","DS","Ubisoft"
"Avatar: The Game","PC","Ubisoft"
"Avatar: The Game","PS3","Ubisoft"
"Avatar: The Game","PSP","Ubisoft"
"Avatar: The Game","Wii","Ubisoft"
"Avatar: The Game","X360","Ubisoft"
"Avatar: The Last Airbender","DS","THQ"
"Avatar: The Last Airbender","GC","THQ"
"Avatar: The Last Airbender","PSP","THQ"
"Avatar: The Last Airbender","Wii","THQ"
"Avatar: The Last Airbender - Into the Inferno","DS","THQ"
"Avatar: The Last Airbender - Into the Inferno","PS2","THQ"
"Avatar: The Last Airbender - Into the Inferno","Wii","THQ"
"Avatar: The Last Airbender - The Burning Earth","DS","THQ"
"Avatar: The Last Airbender - The Burning Earth","PS2","THQ"
"Avatar: The Last Airbender - The Burning Earth","Wii","THQ"
"Avatar: The Last Airbender - The Burning Earth","X360","THQ"
"Away: Shuffle Dungeon","DS","Majesco Entertainment"
"Azada","3DS","Licensed 4U"
"Azure Dreams","PS","Konami Digital Entertainment"
"Azure Striker Gunvolt","3DS","Yacht Club Games"
"Azure Striker Gunvolt: Striker Pack","3DS","Inti Creates"
"Azurik: Rise of Perathia","XB","Microsoft Game Studios"
"B's-LOG Partyâ™ª","PSP","Idea Factory"
"B-17: Fortress in the Sky","DS","DSI Games"
"B-Boy","PSP","Sony Computer Entertainment"
"B.L.U.E.: Legend of Water","PS","N/A"
"Baby Pals","DS","THQ"
"Babysitting Mama","Wii","505 Games"
"Babysitting Mania","DS","Majesco Entertainment"
"Back At The Barnyard: Slop Bucket Games","DS","THQ"
"Back to the Future: The Game","PS3","Telltale Games"
"Back to the Future: The Game","PS4","Telltale Games"
"Back to the Future: The Game","Wii","Telltale Games"
"Back to the Future: The Game","X360","Telltale Games"
"Back to the Future: The Game","XOne","Telltale Games"
"Backbreaker","PS3","Unknown"
"Backbreaker","X360","Unknown"
"Backstreet Billiards","PS","ASCII Entertainment"
"Backyard Baseball","GBA","Atari"
"Backyard Baseball","GC","Infogrames"
"Backyard Baseball","PS2","Atari"
"Backyard Baseball '09","DS","Atari"
"Backyard Baseball '09","PS2","Atari"
"Backyard Baseball '09","Wii","Atari"
"Backyard Baseball '10","DS","Atari"
"Backyard Baseball '10","PS2","Atari"
"Backyard Baseball '10","Wii","Atari"
"Backyard Baseball 2006","GBA","Atari"
"Backyard Basketball","GBA","Atari"
"Backyard Hockey","DS","Atari"
"Backyard Hockey","GBA","Atari"
"Backyard NBA Basketball","DS","Atari"
"Backyard NBA Basketball","PS2","Atari"
"Backyard NFL Football","DS","Atari"
"Backyard NFL Football","GBA","Infogrames"
"Backyard NFL Football","GC","Infogrames"
"Backyard NFL Football","Wii","Atari"
"Backyard NFL Football '08","PS2","Atari"
"Backyard NFL Football '09","DS","Atari"
"Backyard NFL Football '09","PS2","Atari"
"Backyard NFL Football '09","Wii","Atari"
"Backyard NFL Football '10","PS2","Atari"
"Backyard NFL Football '10","Wii","Atari"
"Backyard NFL Football '10","X360","Atari"
"Backyard NFL Football 2006","GBA","Atari"
"Backyard NFL Football 2006","PS2","Atari"
"Backyard Skateboarding 2006","GBA","Atari"
"Backyard Soccer","PS","Infogrames"
"Backyard Sports Football: Rookie Rush","DS","Atari"
"Backyard Sports Football: Rookie Rush","Wii","Atari"
"Backyard Sports Football: Rookie Rush","X360","Atari"
"Backyard Sports: Sandlot Sluggers","DS","Atari"
"Backyard Sports: Sandlot Sluggers","Wii","Atari"
"Backyard Sports: Sandlot Sluggers","X360","Atari"
"Backyard Wrestling 2: There Goes the Neighborhood","PS2","Eidos Interactive"
"Backyard Wrestling 2: There Goes the Neighborhood","XB","Eidos Interactive"
"Backyard Wrestling: Don't Try This at Home","PS2","Eidos Interactive"
"Backyard Wrestling: Don't Try This at Home","XB","Eidos Interactive"
"Bad Apple Wars","PSV","Idea Factory"
"Bad Boys: Miami Takedown","GC","Empire Interactive"
"Bad Boys: Miami Takedown","PS2","Empire Interactive"
"Bad Boys: Miami Takedown","XB","Empire Interactive"
"Bae Yong-joon to Manabu Kankokugo DS","DS","D3Publisher"
"Bahamut Lagoon","SNES","SquareSoft"
"Baja: Edge of Control","PS3","THQ"
"Baja: Edge of Control","X360","THQ"
"Bakemonogatari Portable","PSP","Namco Bandai Games"
"Baku Baku","SAT","Sega"
"Bakugan Battle Brawlers: Defenders of the Core","DS","Activision"
"Bakugan Battle Brawlers: Defenders of the Core","PS3","Activision"
"Bakugan Battle Brawlers: Defenders of the Core","PSP","Activision"
"Bakugan Battle Brawlers: Defenders of the Core","Wii","Activision"
"Bakugan Battle Brawlers: Defenders of the Core","X360","Activision"
"Bakugan: Battle Brawlers","DS","Activision"
"Bakugan: Battle Brawlers","PS2","Activision"
"Bakugan: Battle Brawlers","PS3","Activision"
"Bakugan: Battle Brawlers","Wii","Activision"
"Bakugan: Battle Brawlers","X360","Activision"
"Bakugan: Battle Trainer","DS","Activision"
"Bakugan: Rise of the Resistance","DS","Activision"
"Bakumatsu Koihana: Shinsengumi DS","DS","D3Publisher"
"Bakumatsu Renka: Karyuu Kenshi-den","PS2","D3Publisher"
"Bakumatsu Rock","PSP","Marvelous Entertainment"
"Bakumatsu Rock: Ultra Soul","PSP","Marvelous Interactive"
"Bakumatsu Rock: Ultra Soul","PSV","Marvelous Interactive"
"Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi","PS","Human Entertainment"
"Bakusou Kyoudai Let's & Go!! Eternal Wings","PS","Jaleco"
"Baldur's Gate: Dark Alliance","GBA","Destination Software Inc"
"Baldur's Gate: Dark Alliance","GC","Virgin Interactive"
"Baldur's Gate: Dark Alliance","PS2","Virgin Interactive"
"Baldur's Gate: Dark Alliance","XB","Virgin Interactive"
"Baldur's Gate: Dark Alliance II","PS2","Interplay"
"Baldur's Gate: Dark Alliance II","XB","Acclaim Entertainment"
"Ball Breakers","PS","Take-Two Interactive"
"Ballblazer Champions","PS","CTO SpA"
"Ballistic","PS","Atari"
"Ballistic: Ecks vs. Sever","GBA","BAM! Entertainment"
"Balloon Fight","NES","Nintendo"
"Balloon Pop","DS","UFO Interactive"
"Balloon Pop","Wii","505 Games"
"Balloon Pop 2","3DS","UFO Interactive"
"Balls of Fury","DS","Zoo Digital Publishing"
"Balls of Fury","Wii","Zoo Digital Publishing"
"Band Hero","DS","Activision"
"Band Hero","PS2","Activision"
"Band Hero","PS3","Activision"
"Band Hero","Wii","Activision"
"Band Hero","X360","Activision"
"Bangai-O Spirits","DS","D3Publisher"
"Banjo-Kazooie","N64","Nintendo"
"Banjo-Kazooie","X360","Microsoft Game Studios"
"Banjo-Kazooie: Grunty's Revenge","GBA","THQ"
"Banjo-Kazooie: Nuts & Bolts","X360","Microsoft Game Studios"
"Banjo-Pilot","GBA","THQ"
"Banjo-Tooie","N64","Nintendo"
"Bank Heist","2600","20th Century Fox Video Games"
"Banushi Life Game: Winner's Circle","DS","Genki"
"Barbarian","PS2","Titus"
"Barbie and Her Sisters Puppy Rescue","3DS","Namco Bandai Games"
"Barbie and Her Sisters Puppy Rescue","Wii","Namco Bandai Games"
"Barbie and Her Sisters Puppy Rescue","WiiU","Namco Bandai Games"
"Barbie and the Magic of Pegasus","GBA","Vivendi Games"
"Barbie and the Three Musketeers","DS","Activision"
"Barbie and the Three Musketeers","Wii","Activision"
"Barbie as The Island Princess","DS","Activision"
"Barbie as The Island Princess","GBA","Activision"
"Barbie as The Island Princess","PS2","Activision"
"Barbie as The Island Princess","Wii","Activision"
"Barbie as the Princess and the Pauper","GBA","Vivendi Games"
