"game_title","game_platform","score_id"
"Superman: Shadow of Apokolips","GC",11554
"Superman: Shadow of Apokolips","PS2",4585
"Superman: The Man of Steel","XB",9395
"Superman: The New Superman Adventures","N64",4709
"Supermodel Makeover by Lauren Luke","DS",15124
"Superstars V8 Racing","PS3",14246
"Superstars V8 Racing","X360",16555
"Supremacy MMA","PS3",9783
"Supremacy MMA","PSV",11765
"Supremacy MMA","X360",11454
"Supreme Commander","PC",13468
"Supreme Commander","X360",11130
"Supreme Commander 2","PC",7808
"Supreme Commander 2","X360",5373
"Supreme Commander: Forged Alliance","PC",13965
"Supreme Ruler: Cold War","PC",14273
"Surf's Up","DS",6154
"Surf's Up","GC",16399
"Surf's Up","PS2",6056
"Surf's Up","PS3",13881
"Surf's Up","PSP",10180
"Surf's Up","Wii",8405
"Surf's Up","X360",10562
"Surf Riders","PS",9587
"Surfing H3O","PS2",6599
"Sushi Academy","DS",11430
"Sushi Go-Round","DS",13532
"Sushi Go-Round","Wii",13371
"Suujin Taisen","DS",14320
"Suzuki Super-Bikes II: Riding Challenge","DS",13143
"Suzuki TT Superbikes","PS2",4856
"Suzumiya Haruhi-Chan no Mahjong","PSP",15702
"Suzumiya Haruhi no Chokuretsu","DS",14579
"Suzumiya Haruhi no Gekidou","Wii",12105
"Suzumiya Haruhi no Heiretsu","Wii",15156
"Suzumiya Haruhi no Tomadoi","PS2",9327
"Suzumiya Haruhi no Tsuisou","PS3",14204
"Suzumiya Haruhi no Tsuisou","PSP",13985
"Suzumiya Haruhi no Yakusoku","PSP",8823
"Suzunone Seven: Rebirth Knot","PS2",15820
"SWAT 4","PC",14957
"SWAT: Global Strike Team","PS2",5557
"SWAT: Global Strike Team","XB",8275
"SWAT: Target Liberty","PSP",13886
"Sweet Honey Coming","PS2",16670
"Swing Away Golf","PS2",3850
"Swingerz Golf","GC",11449
"Sword & Sorcery","SAT",10604
"Sword Art Online: Game Director's Edition","PS4",13214
"Sword Art Online: Hollow Fragment","PS4",9782
"Sword Art Online: Hollow Fragment","PSV",5904
"Sword Art Online: Hollow Realization","PS4",7968
"Sword Art Online: Hollow Realization","PSV",8890
"Sword Art Online: Infinity Moment","PSP",7128
"Sword Art Online: Lost Song","PS3",10645
"Sword Art Online: Lost Song","PS4",6758
"Sword Art Online: Lost Song","PSV",5189
"Sword of Mana","GBA",2782
"Sword of the Samurai","PS2",8366
"Swords","Wii",14255
"SX Superstar","GC",14218
"SX Superstar","XB",13631
"Syberia","DS",9372
"Syberia","PC",14721
"Syberia","XB",10483
"Syberia II","PC",15977
"Syberia II","XB",14715
"Sydney 2000","PS",6289
"Syndicate","PC",12652
"Syndicate","PS3",9027
"Syndicate","X360",8050
"Syndicate Wars","PS",13879
"Syphon Filter","PS",505
"Syphon Filter 2","PS",764
"Syphon Filter 3","PS",3830
"Syphon Filter: Dark Mirror","PS2",6156
"Syphon Filter: Dark Mirror","PSP",5964
"Syphon Filter: Logan's Shadow","PS2",12674
"Syphon Filter: Logan's Shadow","PSP",4227
"Syphon Filter: The Omega Strain","PS2",2696
"System 3 presents Ferrari Challenge Trofeo Pirelli","DS",13833
"System 3 presents Ferrari Challenge Trofeo Pirelli","Wii",3710
"System Flaw","DS",10725
"T'ai Fu: Wrath of the Tiger","PS",8857
"T.A.C. Heroes : Big Red One","DS",15397
"T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy","PS",9117
"Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai","DS",13464
"Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku","DS",13122
"Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku","DS",12648
"Tabi no Yubisashi Kaiwachou DS: DS Series 4 America","DS",11207
"Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch","DS",13688
"Tactics Layer: Ritina Guard Senki","DS",16273
"Tactics Ogre: Let Us Cling Together","PSP",3759
"Tactics Ogre: Let Us Cling Together","SNES",2885
"Tactics Ogre: The Knight of Lodis","GBA",3974
"Tag Team Match M.U.S.C.L.E.","NES",1972
"Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou","DS",14673
"Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure","DS",14723
"Taiho Shichauzo!","PS",13103
"Taiko Drum Master","PS2",7660
"Taiko Drum Master: Don and Katsu's Space-Time Great Adventure","3DS",5732
"Taiko Drum Master: Tokumori!","WiiU",10027
"Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!","DS",4620
"Taiko no Tatsujin DS: Touch de Dokodon!","DS",3083
"Taiko no Tatsujin Portable 2","PSP",13400
"Taiko no Tatsujin Portable DX","PSP",5033
"Taiko no Tatsujin Wii","Wii",3010
"Taiko no Tatsujin Wii: Dodon to 2 Yome!","Wii",4778
"Taiko no Tatsujin Wii: Ketteiban","Wii",4904
"Taiko no Tatsujin Wii: Minna de Party * 3-Yome!","Wii",5908
"Taiko no Tatsujin: Appare Sandaime","PS2",4053
"Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!","WiiU",12312
"Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb","3DS",3185
"Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri","PS2",4441
"Taiko no Tatsujin: Don Don! Mystery Adventure","3DS",10437
"Taiko no Tatsujin: Go! Go! Godaime","PS2",7659
"Taiko no Tatsujin: Tatakon de Dodon ga Don","PS2",2693
"Taiko no Tatsujin: V Version","PSV",10422
"Taiko no Tatsujin: Waku Waku Anime Matsuri","PS2",7570
"Taiko no Tatsujin: Wii U Version!","WiiU",7888
"Taikou Risshiden V","PSP",13982
"Tail Concerto","PS",14272
"Tail of the Sun","PS",15750
"Taishou Moebius Line Vitable","PSV",15785
"Taishou x Alice: All in One","PSV",16588
"Taito Legends","PS2",10044
"Taito Legends","XB",13289
"Taito Legends 2","PS2",15361
"Taito Legends Power Up","PSP",12940
"Tak 2: The Staff of Dreams","GBA",4232
"Tak 2: The Staff of Dreams","GC",5467
"Tak 2: The Staff of Dreams","PS2",3235
"Tak 2: The Staff of Dreams","XB",9355
"Tak and the Guardians of Gross","PS2",6230
"Tak and the Guardians of Gross","Wii",8680
"Tak and the Power of Juju","GBA",3663
"Tak and the Power of Juju","GC",4763
"Tak and the Power of Juju","PS2",1775
"Tak: Mojo Mistake","DS",8567
"Tak: The Great Juju Challenge","DS",10960
"Tak: The Great Juju Challenge","GBA",8300
"Tak: The Great Juju Challenge","GC",8728
"Tak: The Great Juju Challenge","XB",11897
"Take A Break's: Puzzle Master","DS",8615
"Take On Helicopters","PC",14530
"Tale of a Hero","PC",15310
"Tales of Berseria","PS3",9889
"Tales of Berseria","PS4",7080
"Tales of Destiny","PS",1987
"Tales of Destiny","PS2",3820
"Tales of Destiny 2","PS2",2575
"Tales of Destiny 2","PSP",9949
"Tales of Destiny II","PS",2529
"Tales of Eternia","PSP",6448
"Tales of Fandom Vol.2","PS2",11732
"Tales of Graces","Wii",7208
"Tales of Graces f","PS3",2100
"Tales of Hearts","DS",6767
"Tales of Hearts","PSV",5029
"Tales of Innocence","DS",6449
"Tales of Innocence R","PSV",10697
"Tales of Legendia","PS2",4066
"Tales of Phantasia","GBA",6085
"Tales of Phantasia","PS",3463
"Tales of Phantasia","SNES",4853
"Tales of Phantasia (PS1 & PSP Versions)","PSP",10184
"Tales of Phantasia: Narikiri Dungeon X","PSP",7440
"Tales of Rebirth","PS2",3408
"Tales of Rebirth","PSP",12038
"Tales of Symphonia","GC",1866
"Tales of Symphonia","PS3",3818
"Tales of Symphonia: Dawn of the New World","Wii",3832
"Tales of the Abyss","3DS",2499
"Tales of the Abyss","PS2",3495
"Tales of the Heroes: Twin Brave","PSP",9408
"Tales of the Tempest","DS",8172
"Tales of the World: Narikiri Dungeon 2","GBA",7790
"Tales of the World: Radiant Mythology","PSP",4529
"Tales of the World: Radiant Mythology 2","PSP",5452
"Tales of the World: Radiant Mythology 3","PSP",6142
"Tales of the World: Reve Unitia","3DS",10363
"Tales of Vesperia","PS3",4276
"Tales of Vesperia","X360",2777
"Tales of VS.","PSP",7047
"Tales of Xillia","PS3",1636
"Tales of Zestiria","PS3",3551
"Tales of Zestiria","PS4",4771
"TalkMan","PSP",15485
"TalkMan (Japan)","PSP",8053
"Tamagotchi","GB",1318
"Tamagotchi Collection","DS",8956
"Tamagotchi Connection: Corner Shop","DS",1579
"Tamagotchi Connection: Corner Shop 2","DS",2121
"Tamagotchi Connection: Corner Shop 3","DS",5013
"Tamagotchi no Appare! Niji Venture","DS",8987
"Tamagotchi no Doki Doki Dream Omisecchi","3DS",14316
"Tamagotchi no KiraKira Omisecchi","DS",7237
"Tamagotchi no Narikiri Challenge","DS",8266
"Tamagotchi no Narikiri Channel","DS",8939
"Tamagotchi no Pichi Pichi Omisecchi","DS",9567
"Tamagotchi Party On!","Wii",7903
"Tanjou S Debut","SAT",12679
"Tank Beat","DS",15085
"Tank! Tank! Tank!","WiiU",12070
"Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu","DS",16228
"Tantei Jinguuji Saburo DS: Kienai Kokoro","DS",14504
"Tantei Jinguuji Saburo: Hai to Diamond","PSP",16288
"Tantei Opera: Milky Holmes","PSP",15669
"Tao Adventure: Curse Demon","DS",14120
"Tao Feng: Fist of the Lotus","XB",6253
"Target: Terror","Wii",12072
"Tatsunoko vs. Capcom: Cross Generation of Heroes","Wii",10583
"Tatsunoko vs. Capcom: Ultimate All-Stars","Wii",3753
"Taz Wanted","GC",11588
"Taz Wanted","PS2",8464
"Taz Wanted","XB",12009
"Team Elimination Games","Wii",11681
"Tear Ring Saga Yutona Eiyuu Senki","PS",4899
"Tearaway","PSV",3297
"Tearaway Unfolded","PS4",6450
"Tears to Tiara Anecdotes: The Secret of Avalon","PS3",14040
"Tears to Tiara II: Heir of the Overlord","PS3",8792
"Tears to Tiara: Garland of the Earth","PS3",11737
"Tears to Tiara: Kakan no Daichi Portable","PSP",16227
"Technic Beat","PS2",16061
"Tecmo's Deception","PS",12042
"Tecmo Bowl: Kickoff","DS",10012
"Tecmo Classic Arcade","XB",12448
"Tecmo Super Bowl","PS",9960
"Teddy Together","3DS",14876
"Teen Titans","GBA",8214
"Teen Titans","GC",5531
"Teen Titans","PS2",6589
"Teenage Mutant Ninja Turtles","GBA",2225
"Teenage Mutant Ninja Turtles","GC",5415
"Teenage Mutant Ninja Turtles","NES",280
"Teenage Mutant Ninja Turtles","PS2",2240
"Teenage Mutant Ninja Turtles","XB",5924
"Teenage Mutant Ninja Turtles (3DS)","3DS",16509
"Teenage Mutant Ninja Turtles 2: Battle Nexus","GBA",5550
"Teenage Mutant Ninja Turtles 2: Battle Nexus","GC",7842
"Teenage Mutant Ninja Turtles 2: Battle Nexus","PS2",4384
"Teenage Mutant Ninja Turtles 2: Battle Nexus","XB",9551
"Teenage Mutant Ninja Turtles 3: Mutant Nightmare","DS",12644
"Teenage Mutant Ninja Turtles 3: Mutant Nightmare","GC",9950
"Teenage Mutant Ninja Turtles 3: Mutant Nightmare","PS2",7651
"Teenage Mutant Ninja Turtles 3: Mutant Nightmare","XB",14057
"Teenage Mutant Ninja Turtles Double Pack","GBA",15620
"Teenage Mutant Ninja Turtles II: Back from the Sewers","GB",12705
"Teenage Mutant Ninja Turtles II: The Arcade Game","NES",726
"Teenage Mutant Ninja Turtles III: The Manhattan Project","NES",1391
"Teenage Mutant Ninja Turtles: Arcade Attack","DS",9645
"Teenage Mutant Ninja Turtles: Danger of the Ooze","3DS",9387
"Teenage Mutant Ninja Turtles: Danger of the Ooze","PS3",6746
"Teenage Mutant Ninja Turtles: Danger of the Ooze","X360",7578
"Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1","GBA",8359
"Teenage Mutant Ninja Turtles: Mutants in Manhattan","PS3",13039
"Teenage Mutant Ninja Turtles: Mutants in Manhattan","PS4",10927
"Teenage Mutant Ninja Turtles: Mutants in Manhattan","X360",13619
"Teenage Mutant Ninja Turtles: Mutants in Manhattan","XOne",13563
"Teenage Mutant Ninja Turtles: Smash-Up","PS2",7309
"Teenage Mutant Ninja Turtles: Smash-Up","Wii",5291
"Teenage Mutant Ninja Turtles: Tournament Fighters","NES",12024
"Teenage Mutant Ninja Turtles: Tournament Fighters","SNES",12728
"Teenage Zombies: Invasion of the Alien Brain Thingys","DS",14074
"Tegami Bachi: Kokoro Tsumugu Mono e","PSP",15773
"Tekken","PS",420
"Tekken 2","PS",154
"Tekken 3","PS",107
"Tekken 3D: Prime Edition","3DS",7619
"Tekken 4","PS2",388
"Tekken 5","PS2",316
"Tekken 6","PS3",549
"Tekken 6","PSP",5685
"Tekken 6","X360",1515
"Tekken Advance","GBA",4333
"Tekken Tag Tournament","PS2",298
"Tekken Tag Tournament 2","PS3",2441
"Tekken Tag Tournament 2","WiiU",8026
"Tekken Tag Tournament 2","X360",5360
"Tempest 3X","PS",11549
"Ten Pin Alley 2","GBA",16122
"Ten Pin Alley 2","Wii",15547
"Tenchi Muyou! Ryoukouki Gokuraku","SAT",12625
"Tenchu 2: Birth of the Stealth Assassins","PS",3477
"Tenchu San Portable","PSP",16494
"Tenchu Z","X360",5394
"Tenchu: Dark Secret","DS",13121
"Tenchu: Fatal Shadows","PS2",7873
"Tenchu: Return From Darkness","XB",7348
"Tenchu: Shadow Assassins","PSP",10001
"Tenchu: Shadow Assassins","Wii",7497
"Tenchu: Stealth Assassins","PS",857
"Tenchu: Wrath of Heaven","PS2",1780
"Tengai Makyo: Dai Yon no Mokushiroku","PSP",16630
"Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV","SAT",6561
"Tengen Toppa Gurren-Lagann","DS",15340
"Tenjin Ranman: Happy GO Lucky!!","PSP",16532
"Tenka-bito","PS2",14593
"Tenkai Knights: Brave Battle","3DS",15524
"Tenkaichi * Sengoku Lovers","DS",14962
"Tennis","GB",858
"Tennis","NES",758
"Tennis Masters Series 2003","XB",13676
"Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion","DS",11756
"Tennis no Oji-Sama: 2005 Crystal Drive","DS",13097
"Tennis no Oji-Sama: Aim at The Victory!","GBA",8997
"Tennis no Oji-Sama: Card Hunter","PS2",16006
"Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic","PS2",13609
"Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret","PS2",13709
"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys Be Glorious!","DS",16518
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls Be Gracious!","DS",12809
"Tennis no Oji-Sama: Driving Smash! Side King","DS",15307
"Tennis no Oji-Sama: Genius Boys Academy","GBA",6707
"Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition","DS",10813
"Tenshou Gakuen Gekkouroku","PS2",13994
"TERA","PC",4649
"Terminator 3: Rise of the Machines","GBA",12732
"Terminator 3: Rise of the Machines","PS2",3450
"Terminator 3: Rise of the Machines","XB",9066
"Terminator 3: The Redemption","GC",15338
"Terminator 3: The Redemption","PS2",8364
"Terminator 3: The Redemption","XB",12529
"Terminator Salvation","PS3",3801
"Terminator Salvation","X360",5307
"Terranigma","SNES",10874
"Terraria","3DS",11170
"Terraria","PC",8993
"Terraria","PS3",4686
"Terraria","PS4",12230
"Terraria","PSV",10578
"Terraria","WiiU",14574
"Terraria","X360",3015
"Terraria","XOne",13789
"Test Drive","PS2",1447
"Test Drive","XB",4598
"Test Drive 4","PS",1670
"Test Drive 5","PS",1514
"Test Drive 6","PS",2837
"Test Drive Le Mans","PS",13411
"Test Drive Off-Road Wide Open","XB",8077
"Test Drive Unlimited","PC",15268
"Test Drive Unlimited","PSP",3964
"Test Drive Unlimited","X360",5666
"Test Drive Unlimited 2","PC",7737
"Test Drive Unlimited 2","PS3",3234
"Test Drive Unlimited 2","X360",2970
"Test Drive: Eve of Destruction","PS2",6972
"Test Drive: Eve of Destruction","XB",11137
"Test Drive: Ferrari Legends","PS3",13762
"Test Drive: Ferrari Legends","X360",13370
"Test Drive: Off Road","PS",1752
"Tetris","GB",6
"Tetris","NES",158
"Tetris 2","NES",2103
"Tetris 2 (All region sales)","GB",1609
"Tetris 2 (weekly jp sales)","GB",7035
"Tetris 2 + Bombliss","NES",5638
"Tetris Attack","GB",7105
"Tetris Attack","SNES",8864
"Tetris Axis","3DS",4481
"Tetris DS","DS",788
"Tetris DX","GB",897
"Tetris Evolution","X360",10354
"Tetris Party Deluxe","DS",2676
"Tetris Party Deluxe","Wii",3604
"Tetris Plus","PS",655
"Tetris Worlds","GBA",1048
"Tetris Worlds","GC",7201
"Tetris Worlds","PS2",802
"Tetris Worlds (Online Edition)","XB",7662
"Tetrisphere","N64",5202
"Texas Hold 'Em Poker","GBA",3292
"Texas Hold 'Em Poker DS","DS",14000
"th!nk Logic Trainer","Wii",16516
"That's So Raven","GBA",2700
"That's So Raven 2: Supernatural Style","GBA",3856
"That's So Raven: Psychic on the Scene","DS",6776
"The $1 Pyramid","Wii",11577
"The 3rd Birthday","PSP",3879
"The 7th Guest","PC",2613
"The Activision Decathlon","2600",3632
"The Adventures of Cookie & Cream","PS2",8106
"The Adventures of Darwin","PS2",13912
"The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron","GBA",6469
"The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies","GBA",3938
"The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies","GC",6191
"The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies","PS2",3986
"The Adventures of Jimmy Neutron Boy Genius: Jet Fusion","GBA",5300
"The Adventures of Jimmy Neutron Boy Genius: Jet Fusion","GC",10186
"The Adventures of Jimmy Neutron Boy Genius: Jet Fusion","PS2",4601
"The Adventures of Lomax","PS",14862
"The Adventures of Tintin: The Game","3DS",8751
"The Adventures of Tintin: The Game","PS3",6464
"The Adventures of Tintin: The Game","Wii",5560
"The Adventures of Tintin: The Game","X360",6876
"The Amazing Race","Wii",9445
"The Amazing Spider-Man (Console Version)","3DS",7734
"The Amazing Spider-Man (Console Version)","DS",7673
"The Amazing Spider-Man (Console Version)","PS3",2602
"The Amazing Spider-Man (Console Version)","Wii",8794
"The Amazing Spider-Man (Console Version)","WiiU",11184
"The Amazing Spider-Man (Console Version)","X360",2790
"The Amazing Spider-Man (DS & Mobile Versions)","PSP",16578
"The Amazing Spider-Man 2 (2014)","3DS",12386
"The Amazing Spider-Man 2 (2014)","PC",16636
"The Amazing Spider-Man 2 (2014)","PS3",6498
"The Amazing Spider-Man 2 (2014)","PS4",3651
"The Amazing Spider-Man 2 (2014)","WiiU",12722
"The Amazing Spider-Man 2 (2014)","X360",6994
"The Amazing Spider-Man 2 (2014)","XOne",7255
"The Ant Bully","GBA",14117
"The Ant Bully","GC",9726
"The Ant Bully","PS2",10570
"The Ant Bully","Wii",11188
"The Awakened Fate Ultimatum","PS3",15419
"The Bachelor: The Videogame","DS",11542
"The Bachelor: The Videogame","Wii",10464
"The Backyardigans","DS",6702
"The Bard's Tale","PS2",7328
"The Bard's Tale","XB",10626
"The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%","PS2",14828
"The Beatles: Rock Band","PS3",1835
"The Beatles: Rock Band","Wii",1044
"The Beatles: Rock Band","X360",1506
"The Bee Game","DS",7971
"The Berenstain Bears and the Spooky Old Tree","GBA",13426
"The Bible Game","GBA",9872
"The Bible Game","PS2",7527
"The Bible Game","XB",13458
"The Biggest Loser","DS",5668
"The Biggest Loser","Wii",1923
"The Biggest Loser: Challenge","Wii",3093
"The Biggest Loser: Ultimate Workout","X360",2323
"The BIGS","PS2",3925
"The BIGS","PS3",8550
"The BIGS","PSP",10316
"The BIGS","Wii",5122
"The BIGS","X360",6382
"The BIGS 2","DS",13060
"The BIGS 2","PS2",7627
"The BIGS 2","PS3",9441
"The BIGS 2","PSP",10715
"The BIGS 2","Wii",6034
"The BIGS 2","X360",7361
"The Binding of Isaac","PC",14380
"The Black Eyed Peas Experience","Wii",3282
"The Black Eyed Peas Experience","X360",5574
"The Bombing Islands","PS",9174
"The Book of Unwritten Tales","PC",10431
"The Book of Unwritten Tales 2","PS4",12139
"The Book of Unwritten Tales 2","WiiU",16271
"The Book of Unwritten Tales: The Critter Chronicles","PC",12430
"The Bouncer","PS2",2085
"The Bureau: XCOM Declassified","PC",13094
"The Bureau: XCOM Declassified","PS3",6692
"The Bureau: XCOM Declassified","X360",7340
"The Cages: Pro Style Batting Practice","Wii",16539
"The Cat in the Hat","GBA",4974
"The Chase: Felix Meets Felicity","DS",13872
"The Cheetah Girls","GBA",15611
"The Cheetah Girls: Passport to Stardom","DS",7643
"The Cheetah Girls: Pop Star Sensations","DS",10309
"The Chronicles of Narnia: Prince Caspian","DS",7386
"The Chronicles of Narnia: Prince Caspian","PS2",4785
"The Chronicles of Narnia: Prince Caspian","PS3",8299
"The Chronicles of Narnia: Prince Caspian","Wii",5206
"The Chronicles of Narnia: Prince Caspian","X360",8100
"The Chronicles of Narnia: The Lion The Witch and The Wardrobe","DS",8089
"The Chronicles of Narnia: The Lion The Witch and The Wardrobe","GBA",3025
"The Chronicles of Narnia: The Lion The Witch and The Wardrobe","GC",6182
"The Chronicles of Narnia: The Lion The Witch and The Wardrobe","PS2",4484
"The Chronicles of Narnia: The Lion The Witch and The Wardrobe","XB",7601
"The Chronicles of Riddick: Assault on Dark Athena","PC",16411
"The Chronicles of Riddick: Assault on Dark Athena","PS3",6743
"The Chronicles of Riddick: Assault on Dark Athena","X360",5996
"The Chronicles of Riddick: Escape from Butcher Bay","XB",4295
"The Clique: Diss and Make Up","DS",9931
"The Club","PS3",6982
"The Club","X360",6325
"The Con","PSP",7545
"The Conduit","Wii",3536
"The Conveni 4","PS2",15610
"The Conveni: Ano Machi wo Dokusen Seyo","PS",5657
"The Crew","PC",8591
"The Crew","PS4",1036
"The Crew","X360",7289
"The Crew","XOne",3162
"The Crew: Wild Run","PC",15663
"The Crew: Wild Run","PS4",10730
"The Crew: Wild Run","XOne",15621
"The Croods: Prehistoric Party!","3DS",14098
"The Croods: Prehistoric Party!","DS",11975
"The Croods: Prehistoric Party!","Wii",11924
"The Croods: Prehistoric Party!","WiiU",14766
"The Crow: City of Angels","PS",15641
"The Cube","Wii",15768
"The Cursed Crusade","PC",14193
"The Cursed Crusade","PS3",8416
"The Cursed Crusade","X360",8953
"The Da Vinci Code","PS2",9103
"The Da Vinci Code","XB",13848
"The Daring Game for Girls","DS",9857
"The Daring Game for Girls","Wii",10995
"The Dark Hills of Cherai","PC",15926
"The Dark Spire","DS",13562
"The Darkness","PS3",3038
"The Darkness","X360",4451
"The Darkness II","PC",9210
"The Darkness II","PS3",5650
"The Darkness II","X360",4933
"The Destiny of Zorro","Wii",10603
"The Dog Island","PS2",6402
"The Dog Island","Wii",5039
"The Dukes of Hazzard II: Daisy Dukes It Out","PS",5858
"The Dukes of Hazzard: Racing for Home","PS",1699
"The Dukes of Hazzard: Return of the General Lee","PS2",7303
"The Dukes of Hazzard: Return of the General Lee","XB",11651
"The Elder Scrolls III: Morrowind","XB",509
"The Elder Scrolls IV: Oblivion","PC",6585
"The Elder Scrolls IV: Oblivion","PS3",448
"The Elder Scrolls IV: Oblivion","X360",252
"The Elder Scrolls Online","PC",2304
"The Elder Scrolls Online","PS4",1013
"The Elder Scrolls Online","XOne",1537
"The Elder Scrolls V: Skyrim","PC",314
"The Elder Scrolls V: Skyrim","PS3",131
"The Elder Scrolls V: Skyrim","PS4",1476
"The Elder Scrolls V: Skyrim","X360",76
"The Elder Scrolls V: Skyrim","XOne",2769
"The Evil Within","PC",6277
"The Evil Within","PS3",2466
"The Evil Within","PS4",977
"The Evil Within","X360",4235
"The Evil Within","XOne",3007
"The Eye of Judgment","PS3",5434
"The Eye of Judgment: Legends","PSP",16574
"The Fairly Odd Parents: Breakin' Da Rules","GBA",3696
"The Fairly Odd Parents: Breakin Da Rules","PS2",3019
"The Fairly Odd Parents: Breakin Da Rules","XB",10137
"The Fairly Odd Parents: Clash with the Anti-World","GBA",8790
"The Fairly Odd Parents: Enter the Cleft","GBA",7685
"The Fairly Odd Parents: Game Boy Advance Video Volume 1","GBA",4509
"The Fairly Odd Parents: Game Boy Advance Video Volume 2","GBA",4616
"The Fairly Odd Parents: Shadow Showdown","GBA",5369
"The Fairly Odd Parents: Shadow Showdown","GC",7559
"The Fairly Odd Parents: Shadow Showdown","PS2",5302
"The Fairly OddParents: Breakin' Da Rules","GC",7384
"The Fast and the Furious","PS2",12660
"The Fast and the Furious","PSP",15388
"The Fifth Element","PS",9013
"The Fight: Lights Out","PS3",3425
"The Final Fantasy Legend","GB",1857
"The Final Round","PS",12217
"The First Templar","PC",11566
"The First Templar","X360",10455
"The Flintstones: Bedrock Bowling","PS",9398
"The Flintstones: Big Trouble in Bedrock","GBA",14367
"The Game of Life","PS",2490
"The Game of Life / Yahtzee / Payday","GBA",8123
"The Getaway","PS2",365
"The Getaway: Black Monday","PS2",984
"The God of War Trilogy","PS3",9785
"The Godfather","PS2",1884
"The Godfather (JP sales)","PS2",4136
"The Godfather (JP sales)","X360",16511
"The Godfather (old US sales)","XB",3625
"The Godfather (US & Others sales)","X360",6927
"The Godfather (US sales)","XB",4397
"The Godfather II","PS3",2754
"The Godfather II","X360",2599
"The Godfather: Blackhand Edition","Wii",8745
"The Godfather: Dons Edition","PS3",6010
"The Godfather: Mob Wars","PSP",10435
"The Golden Compass","DS",3352
"The Golden Compass","PS2",3827
"The Golden Compass","PS3",6110
"The Golden Compass","PSP",5071
"The Golden Compass","Wii",3353
"The Golden Compass","X360",4273
"The Golf Club","PS4",11364
"The Golf Club","XOne",14481
"The Granstream Saga","PS",9148
"The Great Battle Gaiden 2: Matsuri da Wasshoi","SNES",14977
"The Great Escape","PS2",7710
"The Great Escape","XB",12502
"The Great Mystery Hidden Object Package 5","PC",14702
"The Grim Adventures of Billy & Mandy","GC",8235
"The Grim Adventures of Billy & Mandy","Wii",13274
"The Grinch","PS",3817
"The Guided Fate Paradox","PS3",12239
"The Gunstringer","X360",4816
"The Guy Game","PS2",9335
"The Guy Game","XB",12039
"The Hardy Boys: The Hidden Theft","Wii",10381
"The Hardy Boys: Treasure on the Tracks","DS",10103
"The Haunted: Hell's Reach","PC",15884
"The Heavy Rain and Beyond: Two Souls Collection","PS4",7580
"The Hidden","3DS",11457
"The History Channel: Battle for the Pacific","PS3",11795
"The History Channel: Battle for the Pacific","Wii",10154
"The History Channel: Battle for the Pacific","X360",12671
"The History Channel: Civil War - A Nation Divided","X360",9231
"The History Channel: Civil War - Secret Missions","PS3",10628
"The History Channel: Great Battles - Medieval","PS3",13649
"The History Channel: Great Battles - Medieval","X360",9637
"The Hobbit","GBA",7718
"The Hobbit","GC",8243
"The Hobbit","PS2",3737
"The Hobbit","XB",6871
"The House of the Dead","SAT",9484
"The House of the Dead 2","DC",6428
"The House of the Dead 2 & 3 Return","Wii",1327
"The House of The Dead III","XB",4883
"The House of the Dead: Overkill","Wii",2450
"The House of the Dead: Overkill - Extended Cut","PS3",5152
"The Humans: Meet the Ancestors!","DS",16445
"The Hustle: Detroit Streets","PS2",13511
"The Hustle: Detroit Streets","PSP",11811
"The Hustle: Detroit Streets","XB",15749
"The ICO & Shadow of the Colossus Collection","PS3",1493
"The Idolm@ster","X360",11664
"The Idolm@ster 2","PS3",8686
"The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon","PSP",7044
"The Idolm@ster: Dearly Stars","DS",13114
"The IdolM@ster: Gravure For You! Vol. 6","PS3",14754
"The Idolm@ster: Live for You!","X360",11832
"The Idolm@ster: Must Songs - Red Board / Blue Board","PSV",13958
